Line #, Timestamp, Battery ID, Current (A), Voltage (V), State Of Charge (%), Total Capacity, Remaining Capacity (AH),Cell Voltage 1 (mV),Cell Voltage 2 (mV),Cell Voltage 3 (mV),Cell Voltage 4 (mV),Cell Voltage 5 (mV),Cell Voltage 6 (mV),Cell Voltage 7 (mV),Cell Voltage 8 (mV),Cell Voltage 9 (mV),Cell Voltage 10 (mV),Cell Voltage 11 (mV),Cell Voltage 12 (mV),Cell Voltage 13 (mV),Cell Voltage 14 (mV),Cell Voltage 15 (mV),Cell Voltage 16 (mV),Highest Cell Voltage (mV), Lowest Cell Voltage (mV),Temperature 1 (C),Temperature 2 (C),Temperature 3 (C),Temperature 4 (C),Charging (1) Discharging (2) Status, Charging MOS Status, Discharging MOS Status, Balancing Status, Cell Balancing Status,Alarm 1,Alarm 2,Alarm 3,Alarm 4,Alarm 5,Alarm 6,Alarm 7,Alarm 8,
68, 2023-11-13 17:41:26, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3202.10, 3201.00, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
69, 2023-11-13 17:41:34, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3202.10, 3201.10, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
70, 2023-11-13 17:41:41, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3202.00, 3201.00, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
71, 2023-11-13 17:41:48, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3202.10, 3201.00, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
72, 2023-11-13 17:41:55, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3202.00, 3201.10, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
73, 2023-11-13 17:42:03, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3202.00, 3200.90, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
74, 2023-11-13 17:42:10, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3202.10, 3201.00, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
75, 2023-11-13 17:42:17, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3202.20, 3201.10, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
76, 2023-11-13 17:42:24, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3202.20, 3201.00, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
77, 2023-11-13 17:42:31, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3202.10, 3201.00, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
78, 2023-11-13 17:42:38, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3202.10, 3201.00, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
79, 2023-11-13 17:42:45, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3202.20, 3201.10, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
80, 2023-11-13 17:42:52, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.90, 3201.10, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
81, 2023-11-13 17:42:58, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3202.10, 3201.10, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
82, 2023-11-13 17:43:05, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3202.10, 3201.00, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
83, 2023-11-13 17:43:12, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3202.10, 3201.00, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
84, 2023-11-13 17:43:19, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3202.10, 3201.00, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
85, 2023-11-13 17:43:26, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3202.00, 3201.10, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
86, 2023-11-13 17:43:33, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3202.00, 3201.20, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
87, 2023-11-13 17:43:40, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3202.10, 3201.10, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
88, 2023-11-13 17:43:47, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3202.10, 3201.10, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
89, 2023-11-13 17:43:53, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3202.00, 3201.00, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
90, 2023-11-13 17:44:00, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3202.00, 3200.90, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
91, 2023-11-13 17:44:07, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.90, 3201.00, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
92, 2023-11-13 17:44:14, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.90, 3201.10, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
93, 2023-11-13 17:44:21, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3202.00, 3200.90, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
94, 2023-11-13 17:44:28, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3202.00, 3201.00, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
95, 2023-11-13 17:44:35, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3202.00, 3200.90, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
96, 2023-11-13 17:44:42, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3202.00, 3201.00, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
97, 2023-11-13 17:44:48, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3202.10, 3201.00, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
98, 2023-11-13 17:44:55, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3202.00, 3201.00, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
99, 2023-11-13 17:45:02, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3202.00, 3201.00, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
100, 2023-11-13 17:45:09, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.90, 3201.00, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
101, 2023-11-13 17:45:16, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3202.00, 3200.90, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
102, 2023-11-13 17:45:23, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3202.00, 3201.00, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
103, 2023-11-13 17:45:30, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3202.00, 3201.00, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
104, 2023-11-13 17:45:37, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3202.10, 3201.10, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
105, 2023-11-13 17:45:43, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3202.00, 3201.00, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
106, 2023-11-13 17:45:50, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3202.00, 3201.10, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
107, 2023-11-13 17:45:57, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3202.00, 3201.00, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
108, 2023-11-13 17:46:04, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3202.10, 3201.00, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
109, 2023-11-13 17:46:11, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3202.00, 3201.00, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
110, 2023-11-13 17:46:18, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3202.00, 3201.10, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
111, 2023-11-13 17:46:25, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3202.00, 3201.00, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
112, 2023-11-13 17:46:32, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3202.00, 3201.00, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
113, 2023-11-13 17:46:39, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3202.00, 3201.00, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
114, 2023-11-13 17:46:45, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3202.00, 3201.00, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
115, 2023-11-13 17:46:52, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3202.10, 3201.00, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
116, 2023-11-13 17:46:59, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.90, 3201.00, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
117, 2023-11-13 17:47:06, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3202.00, 3200.90, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
118, 2023-11-13 17:47:13, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3202.00, 3200.90, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
119, 2023-11-13 17:47:20, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3202.00, 3200.90, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
120, 2023-11-13 17:47:27, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.90, 3201.00, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
121, 2023-11-13 17:47:34, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3202.00, 3201.10, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
122, 2023-11-13 17:47:40, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3202.00, 3201.00, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
123, 2023-11-13 17:47:47, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.90, 3200.90, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
124, 2023-11-13 17:47:54, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.90, 3201.00, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
125, 2023-11-13 17:48:01, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3202.00, 3201.00, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
126, 2023-11-13 17:48:08, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3202.00, 3201.00, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
127, 2023-11-13 17:48:15, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3202.00, 3201.00, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
128, 2023-11-13 17:48:22, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3202.00, 3200.90, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
129, 2023-11-13 17:48:29, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3202.00, 3201.00, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
130, 2023-11-13 17:48:35, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3202.00, 3201.00, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
131, 2023-11-13 17:48:42, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.90, 3201.00, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
132, 2023-11-13 17:48:49, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3202.00, 3201.00, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
133, 2023-11-13 17:48:56, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.80, 3201.00, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
134, 2023-11-13 17:49:03, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3202.00, 3200.90, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
135, 2023-11-13 17:49:10, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.90, 3201.00, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
136, 2023-11-13 17:49:17, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.90, 3201.10, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
